area_sqft,house_age,bedrooms,avg_rooms,bathrooms,population,avg_occupancy,latitude,longitude,area_name,city,price,price_per_sqft,distance_to_city_center,property_type
1691,1-5,2,3,1,50602,4,11.3891,77.86615,Surampatti,Erode,2520000,1490,17.1,Apartment
923,1-5,3,4,3,60940,4,11.31539,77.67398,Surampatti,Erode,2420000,2622,5.51,Builder Floor
550,1-5,3,4,1,86301,3,11.28441,77.63632,Perundurai,Erode,2630000,4782,10.83,Apartment
1564,5-10,1,3,1,60392,3,11.23458,77.70246,Veerappampalayam,Erode,2370000,1515,11.94,Apartment
4708,5-10,3,6,2,34782,3,11.47408,77.59897,Chithode,Erode,3540000,752,19.62,Villa
1141,10+,2,3,1,104566,5,11.18061,77.7984,Chithode,Erode,1520000,1332,19.91,Apartment
2071,5-10,2,3,2,100201,3,11.28728,77.7204,Sathyamangalam,Erode,2230000,1077,5.98,Independent House
853,10+,3,5,1,74468,4,11.3018,77.70917,Bhavani,Erode,2240000,2626,4.45,Apartment
1752,0-1,5,6,4,85725,4,11.39471,77.74793,Bhavani,Erode,2170000,1239,6.85,Builder Floor
2560,1-5,4,7,4,60434,3,11.35421,77.88625,Veerappampalayam,Erode,4290000,1676,18.49,Villa
727,5-10,3,6,1,45522,5,11.32574,77.71093,Modakurichi,Erode,2530000,3480,1.83,Independent House
1886,10+,2,4,1,33966,6,11.43679,77.77282,Gobichettipalayam,Erode,1910000,1013,12.26,Independent House
2893,5-10,4,7,4,48935,4,11.34841,77.75195,Anthiyur,Erode,2750000,951,3.88,Independent House
3492,10+,3,4,2,91002,2,11.3083,77.73488,Veerappampalayam,Erode,2340000,670,4.12,Independent House
2023,10+,5,8,4,71834,3,11.3381,77.69429,Anthiyur,Erode,3730000,1844,2.52,Villa
605,5-10,2,3,1,61516,2,11.31751,77.64029,Surampatti,Erode,2120000,3504,8.78,Apartment
1631,5-10,3,5,1,98152,3,11.43404,77.78681,Modakurichi,Erode,2120000,1300,12.83,Apartment
1839,5-10,1,3,1,97846,4,11.38837,77.76704,Kavindapadi,Erode,2260000,1229,7.57,Apartment
694,0-1,3,4,1,37670,3,11.31659,77.7719,Modakurichi,Erode,2500000,3602,6.55,Apartment
955,1-5,1,2,1,19990,5,11.38816,77.76062,Modakurichi,Erode,2640000,2764,7.06,Apartment
4997,5-10,3,6,4,49565,6,11.20854,77.76751,Modakurichi,Erode,4270000,855,15.72,Villa
5143,0-1,4,7,2,57376,4,11.41665,77.70752,Perundurai,Erode,5790000,1126,8.48,Villa
1048,5-10,2,3,1,25690,5,11.39516,77.61973,Veerappampalayam,Erode,2130000,2032,12.21,Apartment
2980,1-5,0,0,0,73563,0,11.20802,77.66946,Anthiyur,Erode,1320000,443,15.68,Plot
3471,10+,0,0,0,66219,0,11.37086,77.67747,Sathyamangalam,Erode,920000,265,5.46,Plot
1237,10+,3,4,3,84842,3,11.29131,77.56393,Gobichettipalayam,Erode,1810000,1463,17.6,Independent House
1461,1-5,4,5,4,96383,4,11.30378,77.67229,Kavindapadi,Erode,2490000,1704,6.41,Apartment
773,1-5,2,3,1,52624,5,11.17557,77.62497,Surampatti,Erode,2460000,3182,20.97,Independent House
3632,1-5,0,0,0,37948,0,11.40301,77.83811,Surampatti,Erode,1010000,278,14.88,Plot
762,0-1,2,3,1,63826,2,11.37052,77.72492,Modakurichi,Erode,3130000,4108,3.39,Apartment
2098,5-10,1,3,1,109844,4,11.31754,77.68975,Gobichettipalayam,Erode,1950000,929,3.97,Apartment
2498,10+,4,6,1,45385,4,11.27192,77.58463,Perundurai,Erode,2160000,865,16.37,Apartment
1106,5-10,3,4,3,101234,5,11.35468,77.72789,Chithode,Erode,2680000,2423,1.92,Builder Floor
2123,5-10,0,0,0,100845,0,11.39447,77.62684,Perundurai,Erode,1020000,480,11.51,Plot
4579,10+,5,8,3,60626,3,11.37052,77.90654,Kavindapadi,Erode,3010000,657,20.9,Villa
684,10+,2,3,1,60590,4,11.27405,77.79432,Modakurichi,Erode,1820000,2661,11.23,Apartment
4606,5-10,3,6,2,70393,3,11.41756,77.70134,Veerappampalayam,Erode,3900000,847,8.69,Villa
831,1-5,1,3,1,87605,5,11.34845,77.70411,Chithode,Erode,2670000,3213,1.65,Apartment
1346,10+,2,3,2,57866,3,11.4845,77.70946,Anthiyur,Erode,1690000,1256,15.98,Builder Floor
940,10+,1,2,1,64965,3,11.31209,77.69781,Surampatti,Erode,2320000,2468,3.85,Apartment
595,5-10,2,4,1,65679,2,11.26302,77.81011,Kavindapadi,Erode,1540000,2588,13.33,Apartment
3199,1-5,2,3,1,104924,2,11.47341,77.67681,Modakurichi,Erode,2380000,744,15.37,Independent House
5194,1-5,4,7,2,74985,6,11.33743,77.70395,Gobichettipalayam,Erode,6380000,1228,1.5,Villa
1805,5-10,2,3,2,16227,5,11.34995,77.56804,Kavindapadi,Erode,2280000,1263,16.29,Independent House
1212,1-5,3,5,1,91293,4,11.32007,77.63579,Surampatti,Erode,2550000,2104,9.18,Apartment
1705,1-5,2,4,1,42801,4,11.36491,77.8121,Anthiyur,Erode,2270000,1331,10.68,Apartment
1660,0-1,2,4,2,80679,2,11.37802,77.71491,Gobichettipalayam,Erode,2390000,1440,4.12,Apartment
654,5-10,2,3,1,86997,3,11.37203,77.78285,Bhavani,Erode,2030000,3104,7.95,Independent House
2386,1-5,3,5,3,68736,2,11.41258,77.71442,Perundurai,Erode,2870000,1203,7.97,Apartment
1817,5-10,3,5,3,21591,3,13.02517,79.21757,Jolarpet,Vellore,2140000,1178,15.2,Apartment
1388,5-10,2,4,1,39216,3,12.85553,78.94776,Jolarpet,Vellore,1220000,879,21.14,Apartment
754,1-5,3,4,2,82615,4,12.77591,79.15738,Vaniyambadi,Vellore,2560000,3395,15.86,Independent House
1328,1-5,3,4,1,61024,6,12.87411,79.0801,Katpadi,Vellore,2330000,1755,7.38,Independent House
1836,5-10,3,6,2,94236,6,12.86508,79.11094,Arni Road,Vellore,2170000,1182,6.18,Independent House
2476,10+,2,3,2,71662,3,12.78117,79.12811,Sathuvachari,Vellore,2170000,876,15.06,Apartment
2250,5-10,0,0,0,40267,0,13.05238,79.19766,Vaniyambadi,Vellore,1000000,444,16.68,Plot
793,0-1,3,4,3,69790,5,13.08792,79.24767,Gandhinagar,Vellore,1590000,2005,22.78,Apartment
2269,1-5,5,7,3,68969,6,13.01526,79.16673,Sathuvachari,Vellore,4570000,2014,11.59,Villa
895,5-10,0,0,0,56276,0,12.7555,79.19462,Jolarpet,Vellore,1050000,1173,19.13,Plot
3586,10+,4,7,2,68350,3,12.76209,79.16706,Arni Road,Vellore,3080000,859,17.57,Villa
1928,10+,3,4,2,52473,2,12.82214,79.20065,Gudiyatham,Vellore,1460000,757,12.83,Apartment
941,5-10,0,0,0,39351,0,13.03357,79.16173,Vaniyambadi,Vellore,900000,956,13.4,Plot
1788,5-10,3,6,2,83506,3,12.88309,79.06262,Vaniyambadi,Vellore,2710000,1516,8.44,Independent House
1356,5-10,2,4,1,63168,4,13.07994,79.18111,Katpadi,Vellore,1890000,1394,18.92,Independent House
4415,0-1,3,5,4,75486,4,12.9683,79.13084,Gandhinagar,Vellore,4870000,1103,5.76,Villa
2281,0-1,3,5,1,63424,2,13.00655,79.15195,Sathuvachari,Vellore,2510000,1100,10.23,Apartment
1747,0-1,4,7,4,46264,3,12.97241,79.01239,Arni Road,Vellore,2380000,1362,14.42,Independent House
1349,1-5,1,3,1,59725,2,12.89751,79.10032,Ambur,Vellore,2460000,1824,4.08,Apartment
1940,1-5,3,6,1,86515,6,12.87053,79.12081,Katpadi,Vellore,2120000,1093,5.27,Builder Floor
2671,10+,4,7,3,71200,4,12.88782,79.08401,Katpadi,Vellore,3020000,1131,6.15,Villa
728,1-5,3,4,3,104361,5,12.82782,79.08219,Gandhinagar,Vellore,2090000,2871,11.27,Apartment
1018,10+,4,7,4,57413,6,12.8385,79.15468,Jolarpet,Vellore,1720000,1690,9.0,Builder Floor
2209,5-10,3,5,3,44519,3,12.93368,79.10266,Gudiyatham,Vellore,2530000,1145,3.76,Apartment
2004,10+,2,3,1,92689,5,12.89174,79.11701,Katpadi,Vellore,2370000,1183,3.22,Apartment
1881,5-10,4,7,3,57292,2,12.86329,79.19104,Virudhambakkam,Vellore,1550000,824,8.68,Builder Floor
1905,5-10,3,4,2,58691,4,12.88062,79.17475,Gudiyatham,Vellore,1900000,997,6.07,Apartment
1678,10+,3,4,3,52369,3,12.86279,79.11903,Gandhinagar,Vellore,1730000,1031,6.15,Apartment
2238,0-1,2,5,1,75166,3,12.85426,79.10686,Vaniyambadi,Vellore,2770000,1238,7.46,Independent House
577,1-5,4,6,2,59287,5,12.92267,79.33141,Gandhinagar,Vellore,1980000,3432,21.57,Apartment
2758,5-10,4,7,3,53789,2,12.89022,79.18511,Vaniyambadi,Vellore,3210000,1164,6.41,Independent House
1302,10+,2,4,2,36878,2,12.89884,79.09128,Gandhinagar,Vellore,2450000,1882,4.88,Apartment
1878,1-5,2,3,1,34910,2,12.99983,79.04396,Sathuvachari,Vellore,2270000,1209,13.34,Apartment
1899,0-1,2,3,2,85633,4,12.88937,78.96825,Vaniyambadi,Vellore,2410000,1269,18.06,Apartment
1754,10+,3,5,2,119271,4,12.92619,79.10254,Gudiyatham,Vellore,2080000,1186,3.42,Apartment
2305,10+,4,6,3,58805,5,12.95469,79.21501,Virudhambakkam,Vellore,1620000,703,9.9,Independent House
1254,10+,1,2,1,92982,4,12.91638,79.18514,Ambur,Vellore,2590000,2065,5.71,Apartment
2306,0-1,3,5,2,76668,2,12.99309,79.03455,Katpadi,Vellore,2420000,1049,13.61,Apartment
4405,1-5,4,7,4,88954,4,12.85971,79.21986,Arni Road,Vellore,4180000,949,11.38,Villa
1635,10+,2,5,2,77997,6,12.86735,79.02116,Jolarpet,Vellore,1640000,1003,13.25,Builder Floor
3856,1-5,3,5,3,77738,4,12.92867,79.16353,Gudiyatham,Vellore,3940000,1022,3.63,Villa
829,10+,1,2,1,72098,5,12.88886,79.04875,Gudiyatham,Vellore,1930000,2328,9.58,Apartment
2501,1-5,0,0,0,73237,0,12.89344,79.1998,Vaniyambadi,Vellore,1240000,496,7.73,Plot
1302,5-10,3,5,3,114618,3,12.92711,79.08846,Arni Road,Vellore,3160000,2427,4.92,Independent House
2883,1-5,5,7,4,88558,5,12.96334,79.30631,Gandhinagar,Vellore,3160000,1096,19.54,Villa
2403,5-10,2,3,2,78434,4,12.8491,79.08635,Vaniyambadi,Vellore,2780000,1157,9.01,Independent House
3230,1-5,5,8,4,76637,5,12.93726,79.134,Ambur,Vellore,4810000,1489,2.31,Villa
770,10+,4,6,4,73537,5,12.8759,79.19923,Ambur,Vellore,1440000,1870,8.53,Apartment
2080,10+,3,4,1,96926,4,12.83514,79.0755,Gudiyatham,Vellore,1670000,803,10.96,Independent House
1439,0-1,2,4,1,65527,2,12.92192,79.22153,Sathuvachari,Vellore,2190000,1522,9.67,Builder Floor
1585,10+,3,6,1,55636,4,12.94458,79.22942,Vaniyambadi,Vellore,2130000,1344,10.96,Builder Floor
3682,5-10,5,7,2,77928,3,13.0181,79.10065,Arni Road,Vellore,3860000,1048,11.81,Villa
2202,5-10,4,6,3,87882,4,12.78649,79.23593,Vaniyambadi,Vellore,1570000,713,18.3,Apartment
1332,10+,3,5,1,82351,3,12.93657,79.19834,Ambur,Vellore,2380000,1787,7.48,Independent House
2110,1-5,4,5,3,40328,6,12.91929,79.14501,Katpadi,Vellore,2730000,1294,1.39,Independent House
1588,10+,3,5,3,59238,2,12.81053,79.17355,Katpadi,Vellore,2250000,1417,12.6,Independent House
749,10+,2,3,1,39329,2,12.87952,78.99479,Katpadi,Vellore,1730000,2310,15.48,Apartment
1607,1-5,0,0,0,75734,0,12.90633,79.22407,Gudiyatham,Vellore,1110000,691,9.99,Plot
1335,5-10,2,3,2,110567,3,12.85105,79.10333,Gudiyatham,Vellore,2550000,1910,7.93,Apartment
1727,10+,2,4,2,69423,3,12.91253,79.07505,Virudhambakkam,Vellore,2000000,1158,6.24,Apartment
5298,1-5,3,6,3,66287,6,12.97474,78.99217,Katpadi,Vellore,3870000,730,16.53,Villa
2333,10+,3,5,2,102661,5,13.029,79.19098,Gandhinagar,Vellore,1930000,827,14.02,Apartment
2078,5-10,2,3,1,49897,5,13.01181,79.02922,Gandhinagar,Vellore,1570000,756,15.41,Apartment
809,5-10,3,5,1,64395,3,13.00601,79.3102,Sathuvachari,Vellore,1600000,1978,21.68,Builder Floor
2066,1-5,4,7,2,46586,5,12.94389,79.2191,Ambur,Vellore,2470000,1196,9.87,Independent House
2157,0-1,2,3,2,63431,5,12.97065,79.04601,Sathuvachari,Vellore,2960000,1372,11.14,Apartment
2512,0-1,3,4,1,100703,5,12.8323,78.96555,Arni Road,Vellore,2590000,1031,20.38,Independent House
2178,0-1,2,3,2,86717,5,12.84462,79.11084,Virudhambakkam,Vellore,2430000,1116,8.33,Apartment
1884,1-5,0,0,0,84010,0,12.9123,79.22477,Ambur,Vellore,1300000,690,10.01,Plot
1338,5-10,2,4,2,52860,5,12.96766,79.1849,Arni Road,Vellore,2160000,1614,8.04,Apartment
893,1-5,0,0,0,14689,0,13.04247,79.03691,Gandhinagar,Vellore,1230000,1377,17.42,Plot
1719,5-10,3,5,3,64144,2,12.96286,79.11136,Jolarpet,Vellore,2110000,1227,5.64,Builder Floor
872,0-1,2,4,2,105303,5,12.92188,79.20187,Ambur,Vellore,2260000,2592,7.54,Apartment
2090,10+,3,6,4,96575,3,13.09083,79.07636,Katpadi,Vellore,2640000,1263,20.32,Villa
1771,10+,2,5,1,54613,5,12.84793,79.2664,Gandhinagar,Vellore,1910000,1078,16.4,Independent House
1845,5-10,2,3,2,43315,2,12.84695,79.24507,Jolarpet,Vellore,1640000,889,14.45,Apartment
2870,5-10,3,6,1,67376,2,12.86405,79.13977,Virudhambakkam,Vellore,3310000,1153,5.89,Independent House
3095,10+,2,3,1,127893,6,12.84908,79.2635,Virudhambakkam,Vellore,2270000,733,16.06,Independent House
5863,5-10,4,6,2,69392,5,12.86808,79.17187,Sathuvachari,Vellore,4280000,730,6.87,Villa
1197,1-5,2,4,2,86713,2,12.83384,79.17987,Jolarpet,Vellore,2310000,1930,10.53,Apartment
871,1-5,3,6,3,50214,3,12.8951,79.17507,Sathuvachari,Vellore,2520000,2893,5.19,Independent House
1230,5-10,0,0,0,75240,0,12.96179,79.20985,Katpadi,Vellore,1040000,846,9.78,Plot
2168,0-1,1,3,1,64616,4,12.89477,79.07919,Virudhambakkam,Vellore,2610000,1204,6.26,Apartment
2113,10+,3,4,2,67154,4,12.92975,79.27249,Gudiyatham,Vellore,1500000,710,15.24,Apartment
1393,1-5,2,3,1,38483,2,12.89725,79.11669,Katpadi,Vellore,3110000,2233,2.74,Apartment
715,0-1,3,5,3,54341,6,12.95126,79.04507,Katpadi,Vellore,2140000,2993,10.23,Independent House
2182,5-10,4,5,2,76150,3,12.94172,79.14175,Virudhambakkam,Vellore,2650000,1214,2.98,Independent House
2308,1-5,2,4,1,62270,2,12.9802,79.14255,Gudiyatham,Vellore,3030000,1313,7.17,Apartment
1774,1-5,3,4,2,64976,4,12.91053,79.0943,Gandhinagar,Vellore,3380000,1905,4.19,Independent House
2469,5-10,2,4,2,81092,2,12.9883,79.01834,Virudhambakkam,Vellore,2020000,818,14.72,Apartment
2337,1-5,3,5,2,48447,6,12.85546,79.24863,Virudhambakkam,Vellore,2320000,993,14.3,Independent House
1560,1-5,4,6,4,60182,5,12.99337,79.12682,Jolarpet,Vellore,2630000,1686,8.57,Independent House
2480,5-10,3,5,3,71296,3,12.77329,79.23364,Virudhambakkam,Vellore,2130000,859,19.33,Apartment
1972,10+,0,0,0,104446,0,12.84482,79.15418,Gandhinagar,Vellore,930000,472,8.31,Plot
1479,1-5,2,3,1,54165,2,12.96125,79.11016,Jolarpet,Vellore,2750000,1859,5.53,Apartment
1455,5-10,1,2,1,78606,5,12.89526,79.16883,Gudiyatham,Vellore,2850000,1959,4.59,Apartment
1374,10+,3,5,1,48484,4,12.9415,78.9902,Vaniyambadi,Vellore,1600000,1164,15.67,Apartment
3000,5-10,3,6,4,65016,3,12.89073,79.14775,Arni Road,Vellore,4690000,1563,3.31,Villa
1190,5-10,2,4,1,110891,6,12.92435,79.21481,Gudiyatham,Vellore,2010000,1689,8.96,Builder Floor
3411,1-5,3,6,1,63840,4,12.8713,79.18283,Arni Road,Vellore,3210000,941,7.42,Independent House
1010,1-5,4,5,4,111434,3,12.90722,79.19038,Ambur,Vellore,2250000,2228,6.36,Builder Floor
1864,1-5,4,5,1,38181,5,12.92881,79.0772,Sathuvachari,Vellore,2440000,1309,6.15,Apartment
1827,10+,2,4,2,51480,5,12.94702,79.12381,Gudiyatham,Vellore,1900000,1040,3.52,Apartment
2059,0-1,2,4,1,50961,3,12.96856,79.13823,Gudiyatham,Vellore,3370000,1637,5.82,Apartment
1868,0-1,2,3,1,65609,6,12.9026,79.02723,Gandhinagar,Vellore,2860000,1531,11.51,Independent House
1068,10+,3,4,3,76650,4,12.83344,79.19457,Virudhambakkam,Vellore,1810000,1695,11.43,Apartment
2102,0-1,3,6,4,71005,3,13.06181,79.22392,Jolarpet,Vellore,3450000,1641,18.95,Villa
1042,10+,1,2,1,78855,3,13.01366,79.20097,Gudiyatham,Vellore,1980000,1900,13.11,Apartment
631,1-5,1,2,1,66306,5,12.98157,79.03299,Ambur,Vellore,2240000,3550,12.99,Apartment
4768,5-10,4,7,4,75181,5,12.89926,79.17754,Katpadi,Vellore,4110000,862,5.24,Villa
1629,1-5,0,0,0,76054,0,12.85209,79.11171,Gudiyatham,Vellore,1160000,712,7.51,Plot
2112,1-5,3,4,2,49632,3,13.01317,79.06062,Gudiyatham,Vellore,2420000,1146,13.27,Independent House
3071,1-5,0,0,0,56806,0,12.99917,78.99348,Katpadi,Vellore,1170000,381,17.65,Plot
1279,0-1,2,5,1,55328,3,12.93457,79.02438,Arni Road,Vellore,1900000,1486,11.89,Builder Floor
1873,5-10,5,6,1,89116,4,12.99755,79.07592,Katpadi,Vellore,1800000,961,10.9,Builder Floor
847,1-5,0,0,0,51394,0,12.82724,79.22124,Jolarpet,Vellore,990000,1169,13.82,Plot
3923,0-1,0,0,0,39714,0,13.0952,79.1075,Ambur,Vellore,970000,247,20.05,Plot
1844,0-1,3,5,3,32998,3,13.02851,79.08229,Ambur,Vellore,2610000,1415,13.59,Builder Floor
1894,5-10,2,4,2,76619,5,12.87974,79.20313,Virudhambakkam,Vellore,2180000,1151,8.68,Apartment
949,1-5,1,3,1,57705,5,12.99261,79.00692,Katpadi,Vellore,2100000,2213,16.03,Apartment
1993,5-10,3,6,3,65962,6,13.01347,79.17422,Jolarpet,Vellore,2130000,1069,11.69,Builder Floor
1999,0-1,1,2,1,41343,4,12.92713,79.0751,Arni Road,Vellore,2860000,1431,6.33,Apartment
1375,1-5,2,4,2,109503,2,13.02925,79.21574,Sathuvachari,Vellore,2490000,1811,15.44,Apartment
732,1-5,2,3,1,47942,5,12.86703,79.14905,Arni Road,Vellore,2770000,3784,5.79,Apartment
2428,1-5,1,2,1,50461,2,12.77349,79.12373,Gandhinagar,Vellore,1880000,774,15.93,Apartment
1022,5-10,2,4,2,68777,4,12.84591,79.17647,Gudiyatham,Vellore,1570000,1536,9.18,Builder Floor
1249,1-5,3,4,3,117567,5,12.90795,79.13661,Jolarpet,Vellore,3460000,2770,1.05,Independent House
1726,5-10,2,3,1,58258,2,12.87382,79.08228,Ambur,Vellore,1710000,991,7.22,Apartment
4902,1-5,3,6,2,69743,6,12.98283,79.10045,Sathuvachari,Vellore,4420000,902,8.15,Villa
1727,0-1,0,0,0,50382,0,12.84902,79.09489,Virudhambakkam,Vellore,1210000,701,8.54,Plot
1676,10+,0,0,0,82806,0,12.94318,79.12911,Ambur,Vellore,1080000,644,2.99,Plot
1405,0-1,2,3,2,98094,3,12.98137,79.20754,Jolarpet,Vellore,2290000,1630,10.87,Apartment
2838,10+,4,6,3,66920,3,13.04321,78.992,Ambur,Vellore,2740000,965,20.74,Villa
1602,5-10,0,0,0,66673,0,13.00059,79.06617,Sathuvachari,Vellore,1100000,687,11.79,Plot
1405,0-1,3,5,2,35284,3,12.81378,79.21956,Arni Road,Vellore,2320000,1651,14.82,Apartment
1123,0-1,2,4,1,63971,4,13.00791,79.10491,Virudhambakkam,Vellore,1980000,1763,10.59,Apartment
2072,0-1,2,3,2,115214,2,12.9252,79.04703,Virudhambakkam,Vellore,2510000,1211,9.31,Apartment
1891,5-10,4,6,2,50208,4,13.04265,79.06546,Gandhinagar,Vellore,1950000,1031,15.8,Apartment
629,5-10,2,3,1,81310,3,12.9061,79.13583,Arni Road,Vellore,2790000,4436,1.21,Independent House
839,1-5,2,3,1,55392,2,12.98465,79.10775,Jolarpet,Vellore,2610000,3111,8.04,Apartment
2087,1-5,2,4,2,69146,2,12.98404,79.2109,Gudiyatham,Vellore,2350000,1126,11.34,Apartment
2754,10+,0,0,0,96541,0,12.93359,79.23662,Virudhambakkam,Vellore,1030000,374,11.44,Plot
1939,10+,3,4,2,89532,6,12.85968,79.18395,Ambur,Vellore,2290000,1181,8.43,Independent House
1537,1-5,0,0,0,82505,0,12.91871,79.20664,Arni Road,Vellore,1050000,683,8.04,Plot
1747,1-5,2,4,2,112163,4,12.91889,79.10862,Gudiyatham,Vellore,3130000,1792,2.6,Apartment
1847,0-1,2,4,2,54738,5,12.93984,79.18239,Arni Road,Vellore,2560000,1386,6.0,Apartment
1860,5-10,0,0,0,41637,0,12.86422,79.12133,Arni Road,Vellore,1020000,548,5.94,Plot
3667,5-10,3,5,2,59405,5,12.96342,78.97301,Virudhambakkam,Vellore,3460000,944,18.05,Villa
5096,5-10,5,8,4,89835,5,12.82034,79.17885,Gandhinagar,Vellore,3930000,771,11.81,Villa
1522,1-5,1,2,1,39305,4,12.91521,79.10713,Sathuvachari,Vellore,2990000,1965,2.75,Apartment
4249,0-1,4,6,2,60100,3,12.93628,79.27404,Vaniyambadi,Vellore,3680000,866,15.5,Villa
2489,5-10,4,7,4,97442,3,13.02366,79.15801,Ambur,Vellore,3480000,1398,12.23,Villa
1186,10+,2,4,1,43966,3,12.94383,79.1092,Katpadi,Vellore,1820000,1535,3.95,Apartment
1333,10+,0,0,0,86486,0,12.86451,79.26418,Vaniyambadi,Vellore,850000,638,15.4,Plot
3583,0-1,0,0,0,86325,0,12.7632,79.12972,Katpadi,Vellore,1150000,321,17.05,Plot
1808,5-10,2,3,1,85474,4,12.8679,79.07085,Gandhinagar,Vellore,2450000,1355,8.59,Apartment
1361,1-5,0,0,0,59791,0,12.916,79.2137,Vaniyambadi,Vellore,1270000,933,8.8,Plot
2462,5-10,4,5,2,40244,3,8.73284,78.12999,Kovilpatti,Thoothukudi,2470000,1003,3.53,Apartment
1626,5-10,2,5,1,49623,5,8.80934,78.1597,Tuticorin Port Area,Thoothukudi,2270000,1396,5.72,Builder Floor
1091,10+,1,2,1,67963,2,8.83468,78.22167,Kayalpatnam,Thoothukudi,1670000,1531,12.35,Apartment
772,0-1,4,6,3,57704,6,8.76304,78.05399,Tuticorin Port Area,Thoothukudi,2730000,3536,8.88,Independent House
521,10+,1,3,1,80758,5,8.77797,78.17637,Kovilpatti,Thoothukudi,2370000,4549,4.82,Apartment
1180,1-5,4,5,4,116798,2,8.72846,78.23637,Palayamkottai Road,Thoothukudi,2220000,1881,11.85,Apartment
2654,10+,2,3,2,68546,2,8.81053,78.19982,Tiruchendur Road,Thoothukudi,2480000,934,8.81,Independent House
3908,10+,0,0,0,46347,0,8.70377,78.02396,Tuticorin Port Area,Thoothukudi,1020000,261,13.91,Plot
1423,0-1,3,4,3,60940,2,8.74112,78.03562,Palayamkottai Road,Thoothukudi,2420000,1701,11.2,Apartment
1488,1-5,3,6,3,42500,6,8.75423,78.0602,Tiruchendur Road,Thoothukudi,2240000,1505,8.27,Builder Floor
3333,1-5,0,0,0,74371,0,8.75211,78.22761,Palayamkottai Road,Thoothukudi,1170000,351,10.29,Plot
1821,5-10,4,6,4,101195,2,8.77571,78.08807,Kovilpatti,Thoothukudi,2570000,1411,5.29,Independent House
1141,10+,2,4,2,86285,5,8.73701,78.14937,Millerpuram,Thoothukudi,2000000,1753,3.42,Apartment
646,0-1,1,2,1,73167,4,8.71253,78.21688,Tuticorin Port Area,Thoothukudi,2190000,3390,10.7,Apartment
822,5-10,0,0,0,87766,0,8.71076,78.1065,Kovilpatti,Thoothukudi,1110000,1350,6.71,Plot
775,1-5,1,3,1,58719,2,8.8378,78.20754,Ettayapuram,Thoothukudi,2280000,2942,11.44,Apartment
504,10+,2,4,1,65611,2,8.81277,78.15457,Kayalpatnam,Thoothukudi,1870000,3710,5.82,Apartment
3409,1-5,4,6,2,52242,4,8.94897,78.09888,Palayamkottai Road,Thoothukudi,2340000,686,20.92,Independent House
887,10+,4,6,4,57969,3,8.82451,77.97009,Palayamkottai Road,Thoothukudi,1080000,1218,19.3,Apartment
1547,1-5,0,0,0,59221,0,8.82082,78.05935,Palayamkottai Road,Thoothukudi,1070000,692,10.41,Plot
2672,5-10,3,6,2,48559,6,8.77612,78.1093,Tiruchendur Road,Thoothukudi,4020000,1504,3.1,Villa
5068,1-5,4,6,4,91763,4,8.7968,78.1194,Ottapidaram,Thoothukudi,4360000,860,4.0,Villa
4899,10+,4,7,2,56781,3,8.86426,78.08497,Kayalpatnam,Thoothukudi,3180000,649,12.4,Villa
1108,1-5,3,6,3,54839,6,8.71083,78.06163,Tuticorin Port Area,Thoothukudi,2890000,2608,9.99,Independent House
1419,1-5,4,5,3,65939,4,8.83934,78.07934,Ottapidaram,Thoothukudi,2400000,1691,10.34,Apartment
1748,5-10,3,6,2,30126,6,8.80736,78.26929,Kovilpatti,Thoothukudi,2170000,1241,15.54,Independent House
5004,1-5,4,7,2,55052,3,8.76769,78.12255,Kovilpatti,Thoothukudi,4220000,843,1.4,Villa
3437,10+,4,5,1,62088,5,8.70192,78.04895,Tuticorin Port Area,Thoothukudi,1460000,425,11.7,Independent House
1982,5-10,1,2,1,53140,2,8.86421,78.00071,Kayalpatnam,Thoothukudi,1950000,984,18.46,Apartment
1845,10+,4,5,1,82557,5,8.81691,78.11649,Tuticorin Port Area,Thoothukudi,1640000,889,6.2,Builder Floor
2525,10+,0,0,0,51149,0,8.73546,78.08839,Tuticorin Port Area,Thoothukudi,1220000,483,6.02,Plot
3256,1-5,4,7,2,57147,4,8.81635,78.09363,Millerpuram,Thoothukudi,3900000,1198,7.35,Villa
641,5-10,3,5,2,73087,5,8.69727,78.24845,Kovilpatti,Thoothukudi,2110000,3292,14.54,Independent House
749,5-10,4,5,4,76879,4,8.68179,78.04048,Ottapidaram,Thoothukudi,1600000,2136,13.84,Independent House
2896,1-5,4,6,4,59667,6,8.62846,78.01941,Tiruchendur Road,Thoothukudi,2280000,787,19.72,Independent House
1004,0-1,2,3,2,67249,5,8.72832,78.14845,Kovilpatti,Thoothukudi,3470000,3456,4.26,Independent House
1414,10+,2,4,1,72292,5,8.83,78.15179,Ottapidaram,Thoothukudi,1600000,1132,7.55,Apartment
2423,10+,3,4,1,67117,3,8.81865,78.1783,Ottapidaram,Thoothukudi,1690000,697,7.71,Apartment
3103,0-1,3,6,1,72864,4,8.764,78.09805,Kovilpatti,Thoothukudi,3490000,1125,4.04,Independent House
1305,1-5,3,5,3,86724,5,8.76595,78.23309,Ottapidaram,Thoothukudi,2290000,1755,10.8,Independent House
708,1-5,1,2,1,68354,5,8.6424,78.16988,Ottapidaram,Thoothukudi,2340000,3305,14.08,Apartment
861,0-1,4,7,3,54256,3,8.79288,78.10212,Kayalpatnam,Thoothukudi,2650000,3078,4.8,Independent House
